,,,,,,,
,,,,,,,
,,,,,,,
We love our dogs. They love to race.,,,,,,,
MEMBERS LOG IN,,,,,,,
Races,,,,,,,
Calendar,,,,,,,
Events and Promotions,,,,,,,
Group and Feature races,,,,,,,
Fields,,,,,,,
Results,,,,,,,
Racing Replay Archives,,,,,,,
Box Statistics,,,,,,,
Clubs and Tracks,,,,,,,
Betting guide,,,,,,,
??,,,,,,,
Getting Involved,,,,,,,
Become a Licensed Person,,,,,,,
Public Syndication,,,,,,,
Career Opportunities,,,,,,,
Join The Excitement,,,,,,,
Purchasing a Greyhound,,,,,,,
Online Payments,,,,,,,
Trainers,,,,,,,
Public Trainer - Contacts,,,,,,,
Trainer Premiership,,,,,,,
Club Selection Criteria,,,,,,,
Greyhounds,,,,,,,
Greyhound Profiles,,,,,,,
Greyhound of the Year,,,,,,,
Hall of Fame,,,,,,,
Greyhound Standings,,,,,,,
Stud Masters and Stud Dogs,,,,,,,
Greyhound Adoption Programme,,,,,,,
Great Mates Prison Programme,,,,,,,
Health and Welfare,,,,,,,
Great Mates Rehoming Programme,,,,,,,
About GRNZ,,,,,,,
About Us,,,,,,,
Meet the Team,,,,,,,
History,,,,,,,
Contact Us,,,,,,,
Fees and Forms,,,,,,,
Rules and Policies,,,,,,,
Documents,,,,,,,
Sponsors and Support,,,,,,,
Links,,,,,,,
News,,,,,,,
News Articles,,,,,,,
Stakeholders News,,,,,,,
Blog,,,,,,,
Online Payments,,,,,,,
Results Waikato GRC ,,,,,,,
27-Feb-20,,,,,,,
Cambridge Raceway,,,,,,,
,,,,,,,
,,,,,,,
FULL RESULTS,Race 1,Cookies Kitchen Sprint ,"C1 375 $1,450.00",Photo Finish,,,
PLACE,DOG,BOX,SP,WEIGHT,BENDS,TRAINER,MARGIN
1,Portland Wonder,4,$1.20,26.9kg,211,B D F Craik,
2,Agbeze,7,$24.80,26.1kg,132,M Black,4.9
3,Thrilling Arnold,1,$12.90,32.6kg,553,Sean Codlin,8.2
4,Stellar Babe,8,$60.10,28.0kg,464,P W Cleaver,8.6
5,Fall Gracefully,2,$11.30,26.9kg,645,M Prangley,9
6,Bailey And Cream,3,$15.00,26.0kg,326,R & L Udy,9.2
7,Always Dreaming,6,$18.70,28.7kg,887,G Farrell,10.1
8,Smash Burton,5,$51.10,31.3kg,778,R & L Udy,10.2
Scratched,Hi Ho Tonto,,,,,,
Scratched,Medusa Who,,,,,,
Winners Time: 21.33,|,Margins: 5L3qLhL,|,Owned/Raced by: Sparkle and Fade Syndicate,|,Trained by: B D F Craik,
Sectional 1: 14.67 (Agbeze),Run home: 6.66,,,,,,
THRILLING ARNOLD (1) - steadied when tightened first turn.,,,,,,,
FALL GRACEFULLY (2) - began awkwardly then made contact losing ground. Inconvenienced first turn shifting wider.,,,,,,,
BAILEY AND CREAM (3) - collided first turn losing ground.,,,,,,,
PORTLAND WONDER (4) - bumped after the start. Collided first turn then tightened making contact.,,,,,,,
ALWAYS DREAMING (6) - inconvenienced after the start losing ground. Dictated wider first turn making contact.,,,,,,,
AGBEZE (7) - angled in first turn making contact.,,,,,,,
STELLAR BABE (8) - inconvenienced first turn losing momentum.,,,,,,,
