,,,,,,,
,,,,,,,
,,,,,,,
We love our dogs. They love to race.,,,,,,,
MEMBERS LOG IN,,,,,,,
Races,,,,,,,
Calendar,,,,,,,
Events and Promotions,,,,,,,
Group and Feature races,,,,,,,
Fields,,,,,,,
Results,,,,,,,
Racing Replay Archives,,,,,,,
Box Statistics,,,,,,,
Clubs and Tracks,,,,,,,
Betting guide,,,,,,,
??,,,,,,,
Getting Involved,,,,,,,
Become a Licensed Person,,,,,,,
Public Syndication,,,,,,,
Career Opportunities,,,,,,,
Join The Excitement,,,,,,,
Purchasing a Greyhound,,,,,,,
Online Payments,,,,,,,
Trainers,,,,,,,
Public Trainer - Contacts,,,,,,,
Trainer Premiership,,,,,,,
Club Selection Criteria,,,,,,,
Greyhounds,,,,,,,
Greyhound Profiles,,,,,,,
Greyhound of the Year,,,,,,,
Hall of Fame,,,,,,,
Greyhound Standings,,,,,,,
Stud Masters and Stud Dogs,,,,,,,
Greyhound Adoption Programme,,,,,,,
Great Mates Prison Programme,,,,,,,
Health and Welfare,,,,,,,
Great Mates Rehoming Programme,,,,,,,
About GRNZ,,,,,,,
About Us,,,,,,,
Meet the Team,,,,,,,
History,,,,,,,
Contact Us,,,,,,,
Fees and Forms,,,,,,,
Rules and Policies,,,,,,,
Documents,,,,,,,
Sponsors and Support,,,,,,,
Links,,,,,,,
News,,,,,,,
News Articles,,,,,,,
Stakeholders News,,,,,,,
Blog,,,,,,,
Online Payments,,,,,,,
Results Christchurch GRC ,,,,,,,
18-Feb-20,,,,,,,
Addington Raceway,,,,,,,
,,,,,,,
,,,,,,,
FULL RESULTS,Race 1,The Fitz Sports Bar Sprint,"C1 295 $1,450.00",Photo Finish,,,
PLACE,DOG,BOX,SP,WEIGHT,BENDS,TRAINER,MARGIN
1,Know Logic,8,$5.90,26.3kg,211,G A Cleeve,
2,Opa's Dream,1,$1.50,30.7kg,122,R Casey,1.7
3,Shaw Winner,3,$8.10,32.6kg,343,J M McCook,3.2
4,Dapper Danny,2,$29.70,32.6kg,534,J A McMillan,3.4
5,Little Lottie,6,$28.00,30.1kg,755,C Mitchell & W D Smith,5.7
6,Goldstar Clover,7,$39.00,28.5kg,466,Steve & Bonnie Evans,7.2
7,Lakota Scout,4,$14.80,35.1kg,677,H G Cairns,8.9
8,Caramel Rose,5,$15.20,28.8kg,888,M K Dempsey,10.4
Scratched,Sozin's Blue,,,,,,
Scratched,Taramakau,,,,,,
Winners Time: 17.41,|,Margins: 1tL1hLH,|,Owned/Raced by: G K Turnwald & G A Cleeve,|,Trained by: G A Cleeve,
Sectional 1: 5.96 (Know Logic),Run home: 11.45,,,,,,
OPA'S DREAM (1) - ran outwards in back straight.,,,,,,,
LAKOTA SCOUT (4) - checked by GOLDSTAR CLOVER into bend losing ground. Assessed by vet and cleared of injury.,,,,,,,
CARAMEL ROSE (5) - pushed down track early stages losing ground. Checked by GOLDSTAR CLOVER into bend losing ground. Assessed by vet and cleared of injury.,,,,,,,
LITTLE LOTTIE (6) - pushed down track by GOLDSTAR CLOVER early stages.,,,,,,,
