,,,,,,,
,,,,,,,
,,,,,,,
We love our dogs. They love to race.,,,,,,,
MEMBERS LOG IN,,,,,,,
Races,,,,,,,
Calendar,,,,,,,
Events and Promotions,,,,,,,
Group and Feature races,,,,,,,
Fields,,,,,,,
Results,,,,,,,
Racing Replay Archives,,,,,,,
Box Statistics,,,,,,,
Clubs and Tracks,,,,,,,
Betting guide,,,,,,,
??,,,,,,,
Getting Involved,,,,,,,
Become a Licensed Person,,,,,,,
Public Syndication,,,,,,,
Career Opportunities,,,,,,,
Join The Excitement,,,,,,,
Purchasing a Greyhound,,,,,,,
Online Payments,,,,,,,
Trainers,,,,,,,
Public Trainer - Contacts,,,,,,,
Trainer Premiership,,,,,,,
Club Selection Criteria,,,,,,,
Greyhounds,,,,,,,
Greyhound Profiles,,,,,,,
Greyhound of the Year,,,,,,,
Hall of Fame,,,,,,,
Greyhound Standings,,,,,,,
Stud Masters and Stud Dogs,,,,,,,
Greyhound Adoption Programme,,,,,,,
Great Mates Prison Programme,,,,,,,
Health and Welfare,,,,,,,
Great Mates Rehoming Programme,,,,,,,
About GRNZ,,,,,,,
About Us,,,,,,,
Meet the Team,,,,,,,
History,,,,,,,
Contact Us,,,,,,,
Fees and Forms,,,,,,,
Rules and Policies,,,,,,,
Documents,,,,,,,
Sponsors and Support,,,,,,,
Links,,,,,,,
News,,,,,,,
News Articles,,,,,,,
Stakeholders News,,,,,,,
Blog,,,,,,,
Online Payments,,,,,,,
Results Palmerston North GRC ,,,,,,,
2-Mar-20,,,,,,,
Manawatu Raceway,,,,,,,
,,,,,,,
,,,,,,,
FULL RESULTS,Race 1,Formpro Ratings Free Every Monday C2,"C2 410 $1,685.00",Photo Finish,,,
PLACE,DOG,BOX,SP,WEIGHT,BENDS,TRAINER,MARGIN
1,Zipping Luther,1,$3.50,31.6kg,431,J & D Bell,
2,Big Time Trae,3,$5.10,32.2kg,542,Lisa Cole,0.6
3,Tuff Temptress,7,$8.20,26.6kg,113,B Mitchell,1.1
4,Ohana Lad,6,$22.50,32.8kg,324,Kellie Gommans,1.3
5,Big Time Dusty,4,$3.20,31.3kg,765,Lisa Cole,1.7
6,Bigtime Kate,8,$8.70,27.1kg,676,Gary & Sandra Fredrickson,2.5
7,Johny Mowhawk,2,$7.80,29.2kg,257,D W Denbee,5.7
Scratched,Bigtime Coco,,,,,,
Scratched,Big Time Benny,,,,,,
Scratched,Allegro Will,,,,,,
Winners Time: 24.24,|,Margins: hLhLH,|,Owned/Raced by: Double J D'z Syndicate,|,Trained by: J & D Bell,
Sectional 1: 6.92 (Tuff Temptress),Run home: 17.32,,,,,,
ZIPPING LUTHER (1) - fav- checked in to the bend when racing in tight quarters angled outwards to challenge leaders on the home turn when bumped and unbalanced for a stride or so finished best in the run to the line.,,,,,,,
BIG TIME DUSTY (4) - contact soon after the start contact in to the bend checked and stumbled for a stride racing on to the top bend finished in the midfield at the line.,,,,,,,
BIGTIME KATE (8) - jostled and bumped racing widest in to the bend then angled inwards catching heels stumbling for a stride losing momentum and finished towards the rear at the line.,,,,,,,
