,,,,,,,
,,,,,,,
,,,,,,,
We love our dogs. They love to race.,,,,,,,
MEMBERS LOG IN,,,,,,,
Races,,,,,,,
Calendar,,,,,,,
Events and Promotions,,,,,,,
Group and Feature races,,,,,,,
Fields,,,,,,,
Results,,,,,,,
Racing Replay Archives,,,,,,,
Box Statistics,,,,,,,
Clubs and Tracks,,,,,,,
Betting guide,,,,,,,
??,,,,,,,
Getting Involved,,,,,,,
Become a Licensed Person,,,,,,,
Public Syndication,,,,,,,
Career Opportunities,,,,,,,
Join The Excitement,,,,,,,
Purchasing a Greyhound,,,,,,,
Online Payments,,,,,,,
Trainers,,,,,,,
Public Trainer - Contacts,,,,,,,
Trainer Premiership,,,,,,,
Club Selection Criteria,,,,,,,
Greyhounds,,,,,,,
Greyhound Profiles,,,,,,,
Greyhound of the Year,,,,,,,
Hall of Fame,,,,,,,
Greyhound Standings,,,,,,,
Stud Masters and Stud Dogs,,,,,,,
Greyhound Adoption Programme,,,,,,,
Great Mates Prison Programme,,,,,,,
Health and Welfare,,,,,,,
Great Mates Rehoming Programme,,,,,,,
About GRNZ,,,,,,,
About Us,,,,,,,
Meet the Team,,,,,,,
History,,,,,,,
Contact Us,,,,,,,
Fees and Forms,,,,,,,
Rules and Policies,,,,,,,
Documents,,,,,,,
Sponsors and Support,,,,,,,
Links,,,,,,,
News,,,,,,,
News Articles,,,,,,,
Stakeholders News,,,,,,,
Blog,,,,,,,
Online Payments,,,,,,,
Results Christchurch GRC ,,,,,,,
27-Feb-20,,,,,,,
Addington Raceway,,,,,,,
,,,,,,,
,,,,,,,
FULL RESULTS,Race 1,The Fitz Sports Bar Sprint,"C3 295 $2,035.00",Photo Finish,,,
PLACE,DOG,BOX,SP,WEIGHT,BENDS,TRAINER,MARGIN
1,Memoir,2,$4.10,24.6kg,111,D Voyce,
2,Maffra Daisy,8,$2.60,26.5kg,222,J T McInerney,2.5
3,Cosmic Jase,1,$9.50,34.8kg,333,J T McInerney,2.6
4,Mitcham Pru,4,$9.90,30.2kg,444,A G Bradshaw,3.6
5,Jaded Affair,7,$24.40,27.5kg,765,L J Waretini,5.1
6,Goldstar Spotty,3,$12.80,33.8kg,676,Steve & Bonnie Evans,5.8
7,Opa's Mate,6,$29.40,32.1kg,557,R Casey,6.3
8,Sonja,5,$4.70,26.1kg,888,D J Lane,6.6
Scratched,Opawa Lawsey,,,,,,
Scratched,Citizen Aguero,,,,,,
Winners Time: 17.35,|,Margins: 2hLn1L,|,Owned/Raced by: Making Memoirs Syndicate,|,Trained by: D Voyce,
Sectional 1: 5.87 (Memoir),Run home: 11.48,,,,,,
GOLDSTAR SPOTTY (3) - tightened into bend losing ground and hampering the trailing SONJA.,,,,,,,
MITCHAM PRU (4) - contacted by OPA'S MATE early stages. Checked outwards off heels home turn checking OPA'S MATE.,,,,,,,
SONJA (5) - badly tightened by OPA'S MATE early stages dropping to rear. Hampered on bend and dropped to rear as GOLDSTAR SPOTTY lost ground. Raced very wide home turn.,,,,,,,
OPA'S MATE (6) - ran inwards early stages tightening SONJA and contacting MITCHAM PRU. Checked by MITCHAM PRU home turn losing ground.,,,,,,,
