,,,,,,,
,,,,,,,
,,,,,,,
We love our dogs. They love to race.,,,,,,,
MEMBERS LOG IN,,,,,,,
Races,,,,,,,
Calendar,,,,,,,
Events and Promotions,,,,,,,
Group and Feature races,,,,,,,
Fields,,,,,,,
Results,,,,,,,
Racing Replay Archives,,,,,,,
Box Statistics,,,,,,,
Clubs and Tracks,,,,,,,
Betting guide,,,,,,,
??,,,,,,,
Getting Involved,,,,,,,
Become a Licensed Person,,,,,,,
Public Syndication,,,,,,,
Career Opportunities,,,,,,,
Join The Excitement,,,,,,,
Purchasing a Greyhound,,,,,,,
Online Payments,,,,,,,
Trainers,,,,,,,
Public Trainer - Contacts,,,,,,,
Trainer Premiership,,,,,,,
Club Selection Criteria,,,,,,,
Greyhounds,,,,,,,
Greyhound Profiles,,,,,,,
Greyhound of the Year,,,,,,,
Hall of Fame,,,,,,,
Greyhound Standings,,,,,,,
Stud Masters and Stud Dogs,,,,,,,
Greyhound Adoption Programme,,,,,,,
Great Mates Prison Programme,,,,,,,
Health and Welfare,,,,,,,
Great Mates Rehoming Programme,,,,,,,
About GRNZ,,,,,,,
About Us,,,,,,,
Meet the Team,,,,,,,
History,,,,,,,
Contact Us,,,,,,,
Fees and Forms,,,,,,,
Rules and Policies,,,,,,,
Documents,,,,,,,
Sponsors and Support,,,,,,,
Links,,,,,,,
News,,,,,,,
News Articles,,,,,,,
Stakeholders News,,,,,,,
Blog,,,,,,,
Online Payments,,,,,,,
Results Waikato GRC ,,,,,,,
9-Feb-20,,,,,,,
Cambridge Raceway,,,,,,,
,,,,,,,
,,,,,,,
FULL RESULTS,Race 1,Cookies Kitchen Sprint ,"C0 375 $1,365.00",Photo Finish,,,
PLACE,DOG,BOX,SP,WEIGHT,BENDS,TRAINER,MARGIN
1,Thrilling Razor,6,$1.00,35.4kg,111,K M Walsh,
2,Dobby Who,3,$45.20,35.4kg,442,M Prangley,10.5
3,Kapai Stewie,1,$25.50,30.7kg,523,W & T Steele,11
4,Firecracker,5,$40.00,25.2kg,234,Agent/Williams,15.1
5,Portland Art,2,$11.90,31.2kg,355,B D F Craik,16.2
6,Clever Harper,7,$48.50,26.4kg,666,W & T Steele,16.5
7,Forego,4,$30.70,31.7kg,877,G N Pomeroy,18.5
8,Kapai Chris,8,$25.90,31.6kg,788,W & T Steele,18.7
Scratched,Xena Poppy,,,,,,
Scratched,Thea Who,,,,,,
Winners Time: 20.83,|,Margins: 10hLhL4L,|,Owned/Raced by: G E Harding,|,Trained by: K M Walsh,
Sectional 1: 14.38 (Thrilling Razor),Run home: 6.45,,,,,,
Due to technical difficulties not all camera angles were available for the reporting of this race.,,,,,,,
KAPAI STEWIE (1) - hampered early stages being obligated to check off the heels of PORTLAND ART.,,,,,,,
FOREGO (4) - slow early.,,,,,,,
CLEVER HARPER (7) - inconvenienced when racing to the inside of KAPAI CHRIS into the bend.,,,,,,,
KAPAI CHRIS (8) - inconvenienced when racing to the inside of CLEVER HARPER into the bend.,,,,,,,
,,,,,,,
,,,,,,,
FULL RESULTS,Race 2,"$10,000 Guaranteed Quaddie Sprint","C1 375 $1,450.00",Photo Finish,,,
