,,,,,,,
,,,,,,,
,,,,,,,
We love our dogs. They love to race.,,,,,,,
MEMBERS LOG IN,,,,,,,
Races,,,,,,,
Calendar,,,,,,,
Events and Promotions,,,,,,,
Group and Feature races,,,,,,,
Fields,,,,,,,
Results,,,,,,,
Racing Replay Archives,,,,,,,
Box Statistics,,,,,,,
Clubs and Tracks,,,,,,,
Betting guide,,,,,,,
??,,,,,,,
Getting Involved,,,,,,,
Become a Licensed Person,,,,,,,
Public Syndication,,,,,,,
Career Opportunities,,,,,,,
Join The Excitement,,,,,,,
Purchasing a Greyhound,,,,,,,
Online Payments,,,,,,,
Trainers,,,,,,,
Public Trainer - Contacts,,,,,,,
Trainer Premiership,,,,,,,
Club Selection Criteria,,,,,,,
Greyhounds,,,,,,,
Greyhound Profiles,,,,,,,
Greyhound of the Year,,,,,,,
Hall of Fame,,,,,,,
Greyhound Standings,,,,,,,
Stud Masters and Stud Dogs,,,,,,,
Greyhound Adoption Programme,,,,,,,
Great Mates Prison Programme,,,,,,,
Health and Welfare,,,,,,,
Great Mates Rehoming Programme,,,,,,,
About GRNZ,,,,,,,
About Us,,,,,,,
Meet the Team,,,,,,,
History,,,,,,,
Contact Us,,,,,,,
Fees and Forms,,,,,,,
Rules and Policies,,,,,,,
Documents,,,,,,,
Sponsors and Support,,,,,,,
Links,,,,,,,
News,,,,,,,
News Articles,,,,,,,
Stakeholders News,,,,,,,
Blog,,,,,,,
Online Payments,,,,,,,
Results Christchurch GRC ,,,,,,,
20-Feb-20,,,,,,,
Addington Raceway,,,,,,,
,,,,,,,
,,,,,,,
FULL RESULTS,Race 1,The Fitz Sports Bar Sprint,"C3 295 $2,035.00",Photo Finish,,,
PLACE,DOG,BOX,SP,WEIGHT,BENDS,TRAINER,MARGIN
1,Sozin's Azure,5,$7.90,32.3kg,111,J T McInerney,
2,Calm Inferno,7,$6.70,33.0kg,222,B C Dann,1.3
3,Goldstar Spotty,1,$2.60,33.6kg,333,Steve & Bonnie Evans,1.5
4,King Kali,3,$6.90,32.4kg,854,M M Grant,2.2
5,Belfast Demo,2,$4.60,31.3kg,445,AL Hart & KM Taylor,2.9
6,Homebush Sayer,8,$13.20,33.4kg,766,J T McInerney,4.2
7,Opa's Mate,6,$23.60,31.6kg,577,R Casey,5.2
8,Dyna Elliot,4,$17.60,32.3kg,688,Craig Roberts,6.2
Scratched,Epic Rose,,,,,,
Scratched,Black Rounder,,,,,,
Winners Time: 17.47,|,Margins: 1qLHtL,|,Owned/Raced by: Four Strong Harts Syndicate,|,Trained by: J T McInerney,
Sectional 1: 5.90 (Sozin's Azure),Run home: 11.57,,,,,,
BELFAST DEMO (2) - ran outwards early stages checking KING KALI. Continued to run outwards into bend tightening outside runners. Raced very wide home turn.,,,,,,,
KING KALI (3) - slow to jump then checked by BELFAST DEMO dropping to a clear last.,,,,,,,
DYNA ELLIOT (4) - tightened by BELFAST DEMO into bend losing ground. Checked on bend dropping to rear.,,,,,,,
OPA'S MATE (6) - ran inwards early stages checking off heels and losing ground. Forced outwards into bend. Checked from behind on bend losing momentum.,,,,,,,
HOMEBUSH SAYER (8) - forced outwards into bend.,,,,,,,
,,,,,,,
