,,,,,,,
,,,,,,,
,,,,,,,
We love our dogs. They love to race.,,,,,,,
MEMBERS LOG IN,,,,,,,
Races,,,,,,,
Calendar,,,,,,,
Events and Promotions,,,,,,,
Group and Feature races,,,,,,,
Fields,,,,,,,
Results,,,,,,,
Racing Replay Archives,,,,,,,
Box Statistics,,,,,,,
Clubs and Tracks,,,,,,,
Betting guide,,,,,,,
??,,,,,,,
Getting Involved,,,,,,,
Become a Licensed Person,,,,,,,
Public Syndication,,,,,,,
Career Opportunities,,,,,,,
Join The Excitement,,,,,,,
Purchasing a Greyhound,,,,,,,
Online Payments,,,,,,,
Trainers,,,,,,,
Public Trainer - Contacts,,,,,,,
Trainer Premiership,,,,,,,
Club Selection Criteria,,,,,,,
Greyhounds,,,,,,,
Greyhound Profiles,,,,,,,
Greyhound of the Year,,,,,,,
Hall of Fame,,,,,,,
Greyhound Standings,,,,,,,
Stud Masters and Stud Dogs,,,,,,,
Greyhound Adoption Programme,,,,,,,
Great Mates Prison Programme,,,,,,,
Health and Welfare,,,,,,,
Great Mates Rehoming Programme,,,,,,,
About GRNZ,,,,,,,
About Us,,,,,,,
Meet the Team,,,,,,,
History,,,,,,,
Contact Us,,,,,,,
Fees and Forms,,,,,,,
Rules and Policies,,,,,,,
Documents,,,,,,,
Sponsors and Support,,,,,,,
Links,,,,,,,
News,,,,,,,
News Articles,,,,,,,
Stakeholders News,,,,,,,
Blog,,,,,,,
Online Payments,,,,,,,
Results Wanganui GRC ,,,,,,,
12-Feb-20,,,,,,,
Hatrick Raceway,,,,,,,
,,,,,,,
,,,,,,,
FULL RESULTS,Race 1,Gary Ross Decorators C0,"C0 305 $1,365.00",,,,
PLACE,DOG,BOX,SP,WEIGHT,BENDS,TRAINER,MARGIN
1,Free Thinker,2,$16.80,29.1kg,111,M Olden,
2,Big Time Kevin,1,$2.20,34.0kg,222,Lisa Cole,1.6
3,Sedgebrook Comet,6,$2.20,30.6kg,333,F W Kite,3.7
4,Chic In Time,7,$14.40,29.2kg,444,G T Hodgson,4.6
5,Ariana Sunset,4,$19.00,26.4kg,555,B L Goldsack,5.6
6,Oma Rapeti,3,$46.30,25.4kg,666,C J Morris,7.5
7,Freckle,5,$10.40,24.6kg,777,J T McInerney,8.5
Scratched,Lace Marjen,,,,,,
Scratched,Big Time Camila,,,,,,
Scratched,Sideline Sally,,,,,,
Winners Time: 17.87,|,Margins: 1hL2qL1L,|,Owned/Raced by: M Olden,|,Trained by: M Olden,
Sectional 1: 6.98 (Free Thinker),Run home: 10.89,,,,,,
SIDELINE SALLY was a late scratching at kenneling due to a seasonal complaint.,,,,,,,
BIG TIME KEVIN (1) - fav- dwelt at the jump and was last away by several lengths was able to improve along the inner around the bend and made ground to the line.,,,,,,,
FRECKLE (5) - went up with the lids soon after was checked and went sideways catching heels racing wide in to the bend was unable to improve thereafter.,,,,,,,
SEDGEBROOK COMET (6) - racing from the start was tightened and jostled between runners for some distance in the run to the bend racing wide.,,,,,,,
CHIC IN TIME (7) - attempted to angle across from the jump coming together and jostling with runners to her inner for some strides.,,,,,,,
