,,,,,,,
,,,,,,,
,,,,,,,
We love our dogs. They love to race.,,,,,,,
MEMBERS LOG IN,,,,,,,
Races,,,,,,,
Calendar,,,,,,,
Events and Promotions,,,,,,,
Group and Feature races,,,,,,,
Fields,,,,,,,
Results,,,,,,,
Racing Replay Archives,,,,,,,
Box Statistics,,,,,,,
Clubs and Tracks,,,,,,,
Betting guide,,,,,,,
??,,,,,,,
Getting Involved,,,,,,,
Become a Licensed Person,,,,,,,
Public Syndication,,,,,,,
Career Opportunities,,,,,,,
Join The Excitement,,,,,,,
Purchasing a Greyhound,,,,,,,
Online Payments,,,,,,,
Trainers,,,,,,,
Public Trainer - Contacts,,,,,,,
Trainer Premiership,,,,,,,
Club Selection Criteria,,,,,,,
Greyhounds,,,,,,,
Greyhound Profiles,,,,,,,
Greyhound of the Year,,,,,,,
Hall of Fame,,,,,,,
Greyhound Standings,,,,,,,
Stud Masters and Stud Dogs,,,,,,,
Greyhound Adoption Programme,,,,,,,
Great Mates Prison Programme,,,,,,,
Health and Welfare,,,,,,,
Great Mates Rehoming Programme,,,,,,,
About GRNZ,,,,,,,
About Us,,,,,,,
Meet the Team,,,,,,,
History,,,,,,,
Contact Us,,,,,,,
Fees and Forms,,,,,,,
Rules and Policies,,,,,,,
Documents,,,,,,,
Sponsors and Support,,,,,,,
Links,,,,,,,
News,,,,,,,
News Articles,,,,,,,
Stakeholders News,,,,,,,
Blog,,,,,,,
Online Payments,,,,,,,
Results Waikato GRC ,,,,,,,
20-Feb-20,,,,,,,
Cambridge Raceway,,,,,,,
,,,,,,,
,,,,,,,
FULL RESULTS,Race 1,Cookies Kitchen Sprint ,"C0 375 $1,365.00",Photo Finish,,,
PLACE,DOG,BOX,SP,WEIGHT,BENDS,TRAINER,MARGIN
1,Thrilling Izzy,3,$1.70,29.0kg,111,K M Walsh,
2,Thrilling Rupert,4,$2.90,37.3kg,332,K M Walsh,7.4
3,Clever Harper,7,$50.10,26.0kg,223,W & T Steele,9.7
4,Xena Poppy,2,$36.80,27.5kg,644,R & L Udy,11.5
5,Forego,6,$30.20,31.7kg,865,G N Pomeroy,11.9
6,Kapai Chris,5,$34.10,31.6kg,556,W & T Steele,12.1
7,Amaro,8,$7.90,28.1kg,477,G A Lawrence,13.7
8,Clever Ester,1,$24.70,26.9kg,788,W & T Steele,17.3
Winners Time: 21.17,|,Margins: 7hL2qL1tL,|,Owned/Raced by: G E Harding,|,Trained by: K M Walsh,
Sectional 1: 14.50 (Thrilling Izzy),Run home: 6.67,,,,,,
CLEVER ESTER (1) - slow away. Tightened making contact first turn losing ground then shifted wide.,,,,,,,
XENA POPPY (2) - tightened making contact first turn losing ground.,,,,,,,
KAPAI CHRIS (5) - collided start. Contact first turn.,,,,,,,
FOREGO (6) - slow away. Tightened and checked first turn losing ground. Steadied and shifted in off heels rounding the first bend.,,,,,,,
CLEVER HARPER (7) - collided start.,,,,,,,
AMARO (8) - slow away. Contact first turn.,,,,,,,
,,,,,,,
,,,,,,,
FULL RESULTS,Race 2,Farmlands CopRice Sprint,"C3 375 $2,035.00",Photo Finish,,,
PLACE,DOG,BOX,SP,WEIGHT,BENDS,TRAINER,MARGIN
