,,,,,,,
,,,,,,,
,,,,,,,
We love our dogs. They love to race.,,,,,,,
MEMBERS LOG IN,,,,,,,
Races,,,,,,,
Calendar,,,,,,,
Events and Promotions,,,,,,,
Group and Feature races,,,,,,,
Fields,,,,,,,
Results,,,,,,,
Racing Replay Archives,,,,,,,
Box Statistics,,,,,,,
Clubs and Tracks,,,,,,,
Betting guide,,,,,,,
??,,,,,,,
Getting Involved,,,,,,,
Become a Licensed Person,,,,,,,
Public Syndication,,,,,,,
Career Opportunities,,,,,,,
Join The Excitement,,,,,,,
Purchasing a Greyhound,,,,,,,
Online Payments,,,,,,,
Trainers,,,,,,,
Public Trainer - Contacts,,,,,,,
Trainer Premiership,,,,,,,
Club Selection Criteria,,,,,,,
Greyhounds,,,,,,,
Greyhound Profiles,,,,,,,
Greyhound of the Year,,,,,,,
Hall of Fame,,,,,,,
Greyhound Standings,,,,,,,
Stud Masters and Stud Dogs,,,,,,,
Greyhound Adoption Programme,,,,,,,
Great Mates Prison Programme,,,,,,,
Health and Welfare,,,,,,,
Great Mates Rehoming Programme,,,,,,,
About GRNZ,,,,,,,
About Us,,,,,,,
Meet the Team,,,,,,,
History,,,,,,,
Contact Us,,,,,,,
Fees and Forms,,,,,,,
Rules and Policies,,,,,,,
Documents,,,,,,,
Sponsors and Support,,,,,,,
Links,,,,,,,
News,,,,,,,
News Articles,,,,,,,
Stakeholders News,,,,,,,
Blog,,,,,,,
Online Payments,,,,,,,
Results Waikato GRC ,,,,,,,
13-Feb-20,,,,,,,
Cambridge Raceway,,,,,,,
,,,,,,,
,,,,,,,
FULL RESULTS,Race 1,Cookies Kitchen Sprint ,"C1 375 $1,450.00",Photo Finish,,,
PLACE,DOG,BOX,SP,WEIGHT,BENDS,TRAINER,MARGIN
1,Big Time Brie,1,$1.80,24.3kg,111,Lisa Cole,
2,Our Greg,7,$17.90,35.6kg,222,E Potts,0.8
3,Portland Ecklund,3,$2.50,31.4kg,333,B D F Craik,5
4,Hi Ho Tonto,4,$37.00,32.7kg,554,N P Green,6.7
5,Fancy,2,$20.20,26.4kg,445,M Prangley,7
6,Afridi,8,$31.40,37.1kg,666,W & T Steele,9.3
7,Our Scarlett,5,$41.60,27.9kg,777,G Farrell,13.8
8,Mobility Scooter,6,$19.20,30.1kg,888,M Black,29.4
Scratched,Smash Burton,,,,,,
Scratched,Dignity Dented,,,,,,
Winners Time: 21.27,|,Margins: tL4qL1tL,|,Owned/Raced by: L Cole & C Rendle,|,Trained by: Lisa Cole,
Sectional 1: 14.61 (Big Time Brie),Run home: 6.66,,,,,,
BIG TIME BRIE (1) - bumped back straight.,,,,,,,
FANCY (2) - bumped after the start and dictated inwards. Tightened and checked first turn losing ground.,,,,,,,
PORTLAND ECKLUND (3) - contact for a distance after the start. Bumped first turn.,,,,,,,
HI HO TONTO (4) - contact after the start then inconvenienced shifting wider.,,,,,,,
OUR SCARLETT (5) - bumped after the start then inconvenienced shifting wider first turn.,,,,,,,
MOBILITY SCOOTER (6) - shifted in back straight making contact then gave ground losing contact with the field. Veterinary examination revealed pain at the insertion of right gracilis with a 21 day stand down imposed.,,,,,,,
AFRIDI (9/8) - slow away.,,,,,,,
