,,,,,,,
,,,,,,,
,,,,,,,
We love our dogs. They love to race.,,,,,,,
MEMBERS LOG IN,,,,,,,
Races,,,,,,,
Calendar,,,,,,,
Events and Promotions,,,,,,,
Group and Feature races,,,,,,,
Fields,,,,,,,
Results,,,,,,,
Racing Replay Archives,,,,,,,
Box Statistics,,,,,,,
Clubs and Tracks,,,,,,,
Betting guide,,,,,,,
??,,,,,,,
Getting Involved,,,,,,,
Become a Licensed Person,,,,,,,
Public Syndication,,,,,,,
Career Opportunities,,,,,,,
Join The Excitement,,,,,,,
Purchasing a Greyhound,,,,,,,
Online Payments,,,,,,,
Trainers,,,,,,,
Public Trainer - Contacts,,,,,,,
Trainer Premiership,,,,,,,
Club Selection Criteria,,,,,,,
Greyhounds,,,,,,,
Greyhound Profiles,,,,,,,
Greyhound of the Year,,,,,,,
Hall of Fame,,,,,,,
Greyhound Standings,,,,,,,
Stud Masters and Stud Dogs,,,,,,,
Greyhound Adoption Programme,,,,,,,
Great Mates Prison Programme,,,,,,,
Health and Welfare,,,,,,,
Great Mates Rehoming Programme,,,,,,,
About GRNZ,,,,,,,
About Us,,,,,,,
Meet the Team,,,,,,,
History,,,,,,,
Contact Us,,,,,,,
Fees and Forms,,,,,,,
Rules and Policies,,,,,,,
Documents,,,,,,,
Sponsors and Support,,,,,,,
Links,,,,,,,
News,,,,,,,
News Articles,,,,,,,
Stakeholders News,,,,,,,
Blog,,,,,,,
Online Payments,,,,,,,
Results Wanganui GRC ,,,,,,,
7-Feb-20,,,,,,,
Hatrick Raceway,,,,,,,
,,,,,,,
,,,,,,,
FULL RESULTS,Race 1,Absolutely Electrical C3,"C3 305 $2,035.00",Photo Finish,,,
PLACE,DOG,BOX,SP,WEIGHT,BENDS,TRAINER,MARGIN
1,Criminal Justice,8,$7.40,28.6kg,311,M Olden,
2,Go Ash,1,$2.70,33.2kg,422,Marcie Flipp,0.4
3,Bigtime Leo,5,$11.10,35.3kg,533,P J Clark,1.8
4,Big Time Dusty,2,$6.90,30.3kg,664,Lisa Cole,2.9
5,Mr. Postman,6,$16.30,28.2kg,245,N T Udy,4.4
6,Justa Gift,7,$4.10,27.6kg,156,J & D Bell,5.6
7,Bigtime Sam,3,$12.10,31.7kg,887,Gary & Sandra Fredrickson,7.4
8,Alamein Stryda,4,$13.90,32.2kg,778,D E Kettlewell & N E Phillips,7.9
Scratched,Token Vikkers,,,,,,
Scratched,Bigtime Leads,,,,,,
Winners Time: 18.04,|,Margins: hL1qL1L,|,Owned/Raced by: M Olden,|,Trained by: M Olden,
Sectional 1: 7.08 (Justa Gift),Run home: 10.96,,,,,,
BIG TIME DUSTY (2) - began awkwardly crowded and lost ground in to the bend made some ground in the latter stages.,,,,,,,
BIGTIME SAM (3) - caught heels and lost momentum soon after the start clipped heels and ran wide in to the bend soon after ran on to heels again checking back was unable to make ground thereafter.,,,,,,,
ALAMEIN STRYDA (4) - hampered for some strides from the jump when tightened and jostled losing momentum ran on to heels in to the bend and ran out wide losing more ground was unable to get in to contention thereafter.,,,,,,,
