,,,,,,,
,,,,,,,
,,,,,,,
We love our dogs. They love to race.,,,,,,,
MEMBERS LOG IN,,,,,,,
Races,,,,,,,
Calendar,,,,,,,
Events and Promotions,,,,,,,
Group and Feature races,,,,,,,
Fields,,,,,,,
Results,,,,,,,
Racing Replay Archives,,,,,,,
Box Statistics,,,,,,,
Clubs and Tracks,,,,,,,
Betting guide,,,,,,,
??,,,,,,,
Getting Involved,,,,,,,
Become a Licensed Person,,,,,,,
Public Syndication,,,,,,,
Career Opportunities,,,,,,,
Join The Excitement,,,,,,,
Purchasing a Greyhound,,,,,,,
Online Payments,,,,,,,
Trainers,,,,,,,
Public Trainer - Contacts,,,,,,,
Trainer Premiership,,,,,,,
Club Selection Criteria,,,,,,,
Greyhounds,,,,,,,
Greyhound Profiles,,,,,,,
Greyhound of the Year,,,,,,,
Hall of Fame,,,,,,,
Greyhound Standings,,,,,,,
Stud Masters and Stud Dogs,,,,,,,
Greyhound Adoption Programme,,,,,,,
Great Mates Prison Programme,,,,,,,
Health and Welfare,,,,,,,
Great Mates Rehoming Programme,,,,,,,
About GRNZ,,,,,,,
About Us,,,,,,,
Meet the Team,,,,,,,
History,,,,,,,
Contact Us,,,,,,,
Fees and Forms,,,,,,,
Rules and Policies,,,,,,,
Documents,,,,,,,
Sponsors and Support,,,,,,,
Links,,,,,,,
News,,,,,,,
News Articles,,,,,,,
Stakeholders News,,,,,,,
Blog,,,,,,,
Online Payments,,,,,,,
Results Christchurch GRC ,,,,,,,
13-Feb-20,,,,,,,
Addington Raceway,,,,,,,
,,,,,,,
,,,,,,,
FULL RESULTS,Race 1,The Fitz Sports Bar Sprint,"C3 295 $2,035.00",Photo Finish,,,
PLACE,DOG,BOX,SP,WEIGHT,BENDS,TRAINER,MARGIN
1,Alexia,6,$6.60,26.0kg,111,D J Lane,
2,Mitcham Pru,2,$6.00,30.4kg,522,A G Bradshaw,6.3
3,Know Sweat,7,$13.30,27.9kg,733,G A Cleeve,7.8
4,Opawa Di,4,$2.00,30.4kg,344,J & D Fahey,8.5
5,Fickle Mistress,1,$7.40,27.5kg,655,AL Hart & KM Taylor,9
6,Sozin's Assassin,8,$18.10,31.7kg,866,J T McInerney,10
7,Chicago Head,5,$22.80,28.8kg,487,J T McInerney,15.7
8,Billy Frost,3,$13.00,32.8kg,278,M M Grant,16.4
Scratched,Goldstar Willa,,,,,,
Scratched,Homebush George,,,,,,
Winners Time: 17.46,|,Margins: 6qL1hLtL,|,Owned/Raced by: D Lane & J Arthur,|,Trained by: D J Lane,
Sectional 1: 5.89 (Alexia),Run home: 11.57,,,,,,
FICKLE MISTRESS (1) - placed in tight quarters entering the bend having to steady stride and subsequently be dragged down by MITCHAM PRU losing ground. Referred to the Veterinarian and cleared of injury.,,,,,,,
MITCHAM PRU (2) - climbed on heels entering the bend.,,,,,,,
BILLY FROST (3) - contacted from the outside by OPAWA DI early stages being bumped down the track as a result.,,,,,,,
OPAWA DI (4) - jostled with CHICAGO HEAD early stages being bumped down the track and colliding with BILLY FROST as a consequence. Dragged down entering the bend losing considerable momentum. Referred to the Veterinarian and cleared of injury.,,,,,,,
