,,,,,,,
,,,,,,,
,,,,,,,
We love our dogs. They love to race.,,,,,,,
MEMBERS LOG IN,,,,,,,
Races,,,,,,,
Calendar,,,,,,,
Events and Promotions,,,,,,,
Group and Feature races,,,,,,,
Fields,,,,,,,
Results,,,,,,,
Racing Replay Archives,,,,,,,
Box Statistics,,,,,,,
Clubs and Tracks,,,,,,,
Betting guide,,,,,,,
??,,,,,,,
Getting Involved,,,,,,,
Become a Licensed Person,,,,,,,
Public Syndication,,,,,,,
Career Opportunities,,,,,,,
Join The Excitement,,,,,,,
Purchasing a Greyhound,,,,,,,
Online Payments,,,,,,,
Trainers,,,,,,,
Public Trainer - Contacts,,,,,,,
Trainer Premiership,,,,,,,
Club Selection Criteria,,,,,,,
Greyhounds,,,,,,,
Greyhound Profiles,,,,,,,
Greyhound of the Year,,,,,,,
Hall of Fame,,,,,,,
Greyhound Standings,,,,,,,
Stud Masters and Stud Dogs,,,,,,,
Greyhound Adoption Programme,,,,,,,
Great Mates Prison Programme,,,,,,,
Health and Welfare,,,,,,,
Great Mates Rehoming Programme,,,,,,,
About GRNZ,,,,,,,
About Us,,,,,,,
Meet the Team,,,,,,,
History,,,,,,,
Contact Us,,,,,,,
Fees and Forms,,,,,,,
Rules and Policies,,,,,,,
Documents,,,,,,,
Sponsors and Support,,,,,,,
Links,,,,,,,
News,,,,,,,
News Articles,,,,,,,
Stakeholders News,,,,,,,
Blog,,,,,,,
Online Payments,,,,,,,
Results Wanganui GRC ,,,,,,,
28-Feb-20,,,,,,,
Hatrick Raceway,,,,,,,
,,,,,,,
,,,,,,,
FULL RESULTS,Race 1,Aon CPF Insurance C3,"C3 305 $2,035.00",Photo Finish,,,
PLACE,DOG,BOX,SP,WEIGHT,BENDS,TRAINER,MARGIN
1,Big Time Clare,4,$6.30,24.9kg,111,Lisa Cole,
2,Articulator,5,$8.30,29.9kg,322,W T Hodgson,0.2
3,Cawbourne Moss,3,$11.20,33.0kg,233,J & D Bell,1.3
4,Idol Steffie,7,$2.40,24.4kg,454,Marcie Flipp,2
5,Dyna Diode,8,$15.10,32.6kg,545,Kellie Gommans,2.1
6,Rowdy Ruby,2,$9.60,26.5kg,776,H D Kite,5
7,Token Vikkers,1,$5.60,33.8kg,667,N T Udy,7.6
8,Bigtime Minnie,6,$17.70,26.7kg,888,Agent/Williams,7.77
Winners Time: 00.00,|,Margins: H1qL2L,|,Owned/Raced by: L Cole & C Rendle,|,Trained by: Lisa Cole,
Sectional 1: 00.00 (Big Time Clare),Run home: 0.00,,,,,,
TOKEN VIKKERS (1) - went up with the lids soon after was tightened and bumped and was unable to clear heels for some strides checking out extremely wide in to the bend losing all chance thereafter.,,,,,,,
ROWDY RUBY (2) - soon after the start was dictated inwards checking to her inner she was hampered for some distance in to the bend as following runner was unable to clear her heels and she was further tightened and in to the bend losing momentum and was unable to get in to contention thereafter. checked,,,,,,,
ARTICULATOR (5) - angled outwards soon after the start in the run to the bend bumping and jostling with runner to his outer for some strides made good ground wide around the bend to the line.,,,,,,,
BIGTIME MINNIE (6) - fav- soon after the start faltered and lost momentum finishing a margin in the rear at the line a veterinary examination found pain on rotation of left hock xrays recommended.,,,,,,,
