,,,,,,,
,,,,,,,
,,,,,,,
We love our dogs. They love to race.,,,,,,,
MEMBERS LOG IN,,,,,,,
Races,,,,,,,
Calendar,,,,,,,
Events and Promotions,,,,,,,
Group and Feature races,,,,,,,
Fields,,,,,,,
Results,,,,,,,
Racing Replay Archives,,,,,,,
Box Statistics,,,,,,,
Clubs and Tracks,,,,,,,
Betting guide,,,,,,,
??,,,,,,,
Getting Involved,,,,,,,
Become a Licensed Person,,,,,,,
Public Syndication,,,,,,,
Career Opportunities,,,,,,,
Join The Excitement,,,,,,,
Purchasing a Greyhound,,,,,,,
Online Payments,,,,,,,
Trainers,,,,,,,
Public Trainer - Contacts,,,,,,,
Trainer Premiership,,,,,,,
Club Selection Criteria,,,,,,,
Greyhounds,,,,,,,
Greyhound Profiles,,,,,,,
Greyhound of the Year,,,,,,,
Hall of Fame,,,,,,,
Greyhound Standings,,,,,,,
Stud Masters and Stud Dogs,,,,,,,
Greyhound Adoption Programme,,,,,,,
Great Mates Prison Programme,,,,,,,
Health and Welfare,,,,,,,
Great Mates Rehoming Programme,,,,,,,
About GRNZ,,,,,,,
About Us,,,,,,,
Meet the Team,,,,,,,
History,,,,,,,
Contact Us,,,,,,,
Fees and Forms,,,,,,,
Rules and Policies,,,,,,,
Documents,,,,,,,
Sponsors and Support,,,,,,,
Links,,,,,,,
News,,,,,,,
News Articles,,,,,,,
Stakeholders News,,,,,,,
Blog,,,,,,,
Online Payments,,,,,,,
Results Wanganui GRC ,,,,,,,
14-Feb-20,,,,,,,
Hatrick Raceway,,,,,,,
,,,,,,,
,,,,,,,
FULL RESULTS,Race 1,Aon Insurance C2/C3,"C2/3 305 $2,035.00",Photo Finish,,,
PLACE,DOG,BOX,SP,WEIGHT,BENDS,TRAINER,MARGIN
1,Born Quick,4,$5.00,33.4kg,111,Marcie Flipp,
2,Mr. Postman,1,$8.70,28.0kg,222,N T Udy,2.3
3,Bigtime Bronx,5,$6.30,31.9kg,333,Gary & Sandra Fredrickson,2.4
4,Token Vikkers,2,$9.00,34.2kg,444,N T Udy,3.6
5,Summer Glee,3,$10.10,32.3kg,555,J T McInerney,3.8
6,Bigtime On Track,6,$20.10,27.0kg,666,F W Kite,8.2
7,Paris End,8,$3.20,32.1kg,777,Lisa Cole,12.1
8,Bigtime Charlote,7,$6.60,27.9kg,888,Lisa Cole,13.4
Scratched,Mitcham Doug,,,,,,
Scratched,Ohana Lad,,,,,,
Winners Time: 17.74,|,Margins: 2qLH1qL,|,Owned/Raced by: Opawa Racing Limited,|,Trained by: Marcie Flipp,
Sectional 1: 6.90 (Born Quick),Run home: 10.84,,,,,,
SUMMER GLEE (3) - bumped from behind nearing the bend.,,,,,,,
BIGTIME BRONX (5) - began awkwardly.,,,,,,,
BIGTIME ON TRACK (6) - tightened entering the bend. Inconvenienced PAIRS END on the point of the bend.,,,,,,,
BIGTIME CHARLOTE (7) - bumped SUMMER GLEE from behind nearing the bend. Bumped on the point of the bend. Contacted PARIS END entering the home straight.,,,,,,,
