,,,,,,,
,,,,,,,
,,,,,,,
We love our dogs. They love to race.,,,,,,,
MEMBERS LOG IN,,,,,,,
Races,,,,,,,
Calendar,,,,,,,
Events and Promotions,,,,,,,
Group and Feature races,,,,,,,
Fields,,,,,,,
Results,,,,,,,
Racing Replay Archives,,,,,,,
Box Statistics,,,,,,,
Clubs and Tracks,,,,,,,
Betting guide,,,,,,,
??,,,,,,,
Getting Involved,,,,,,,
Become a Licensed Person,,,,,,,
Public Syndication,,,,,,,
Career Opportunities,,,,,,,
Join The Excitement,,,,,,,
Purchasing a Greyhound,,,,,,,
Online Payments,,,,,,,
Trainers,,,,,,,
Public Trainer - Contacts,,,,,,,
Trainer Premiership,,,,,,,
Club Selection Criteria,,,,,,,
Greyhounds,,,,,,,
Greyhound Profiles,,,,,,,
Greyhound of the Year,,,,,,,
Hall of Fame,,,,,,,
Greyhound Standings,,,,,,,
Stud Masters and Stud Dogs,,,,,,,
Greyhound Adoption Programme,,,,,,,
Great Mates Prison Programme,,,,,,,
Health and Welfare,,,,,,,
Great Mates Rehoming Programme,,,,,,,
About GRNZ,,,,,,,
About Us,,,,,,,
Meet the Team,,,,,,,
History,,,,,,,
Contact Us,,,,,,,
Fees and Forms,,,,,,,
Rules and Policies,,,,,,,
Documents,,,,,,,
Sponsors and Support,,,,,,,
Links,,,,,,,
News,,,,,,,
News Articles,,,,,,,
Stakeholders News,,,,,,,
Blog,,,,,,,
Online Payments,,,,,,,
Results Palmerston North GRC ,,,,,,,
24-Feb-20,,,,,,,
Manawatu Raceway,,,,,,,
,,,,,,,
,,,,,,,
FULL RESULTS,Race 1,Formpro Ratings Free Every Monday C0,"C0 410 $1,365.00",Photo Finish,,,
PLACE,DOG,BOX,SP,WEIGHT,BENDS,TRAINER,MARGIN
1,Thrilling Izzy,6,$2.10,29.0kg,311,K M Walsh,
2,Big Time Fairy,2,$2.50,23.5kg,222,Lisa Cole,1.9
3,Big Time Kevin,5,$12.00,34.6kg,663,Lisa Cole,8.9
4,Big Time Lenny,3,$57.80,33.7kg,434,Lisa Cole,9.2
5,Big Time Joey,7,$11.90,33.9kg,755,Lisa Cole,11.2
6,Rich Lister,4,$20.10,32.2kg,886,M Gowan,13
7,Allegro Kyle,1,$29.20,31.3kg,177,Lisa Cole,13.9
8,Allegro Ella,8,$17.30,25.6kg,548,Lisa Cole,14.3
Scratched,Big Time Amber,,,,,,
Scratched,Silly Salmon,,,,,,
Winners Time: 23.58,|,Margins: 2L7LN,|,Owned/Raced by: G E Harding,|,Trained by: K M Walsh,
Sectional 1: 6.83 (Thrilling Izzy),Run home: 16.75,,,,,,
BIG TIME JOEY (7) - dwelt and was slow in to stride,,,,,,,
ALLEGRO ELLA (8) - raced widest in to and around the bend and covered a fair amount of extra ground in the running finishing in the rear at the line.,,,,,,,
RICH LISTER (9/4) - dwelt and was slow in to stride,,,,,,,
,,,,,,,
,,,,,,,
FULL RESULTS,Race 2,Trevor Wilkes Calling Here March 16th C1/C2,"C1/2 410 $1,685.00",Photo Finish,,,
PLACE,DOG,BOX,SP,WEIGHT,BENDS,TRAINER,MARGIN
1,Allegro Lanie,4,$4.90,28.1kg,111,Lisa Cole,
