,,,,,,,
,,,,,,,
,,,,,,,
We love our dogs. They love to race.,,,,,,,
MEMBERS LOG IN,,,,,,,
Races,,,,,,,
Calendar,,,,,,,
Events and Promotions,,,,,,,
Group and Feature races,,,,,,,
Fields,,,,,,,
Results,,,,,,,
Racing Replay Archives,,,,,,,
Box Statistics,,,,,,,
Clubs and Tracks,,,,,,,
Betting guide,,,,,,,
??,,,,,,,
Getting Involved,,,,,,,
Become a Licensed Person,,,,,,,
Public Syndication,,,,,,,
Career Opportunities,,,,,,,
Join The Excitement,,,,,,,
Purchasing a Greyhound,,,,,,,
Online Payments,,,,,,,
Trainers,,,,,,,
Public Trainer - Contacts,,,,,,,
Trainer Premiership,,,,,,,
Club Selection Criteria,,,,,,,
Greyhounds,,,,,,,
Greyhound Profiles,,,,,,,
Greyhound of the Year,,,,,,,
Hall of Fame,,,,,,,
Greyhound Standings,,,,,,,
Stud Masters and Stud Dogs,,,,,,,
Greyhound Adoption Programme,,,,,,,
Great Mates Prison Programme,,,,,,,
Health and Welfare,,,,,,,
Great Mates Rehoming Programme,,,,,,,
About GRNZ,,,,,,,
About Us,,,,,,,
Meet the Team,,,,,,,
History,,,,,,,
Contact Us,,,,,,,
Fees and Forms,,,,,,,
Rules and Policies,,,,,,,
Documents,,,,,,,
Sponsors and Support,,,,,,,
Links,,,,,,,
News,,,,,,,
News Articles,,,,,,,
Stakeholders News,,,,,,,
Blog,,,,,,,
Online Payments,,,,,,,
Results Otago GRC ,,,,,,,
11-Feb-20,,,,,,,
Forbury Park Raceway,,,,,,,
,,,,,,,
,,,,,,,
FULL RESULTS,Race 1,Forbury Park First 4 Sprint ,"C0 310 $1,365.00",Photo Finish,,,
PLACE,DOG,BOX,SP,WEIGHT,BENDS,TRAINER,MARGIN
1,Auto Speed,4,$3.90,33.3kg,321,R H Adcock,
2,Homebush Gambler,8,$7.20,33.1kg,442,J T McInerney,1.5
3,Mitcham Goldie,1,$3.50,28.8kg,233,A G Bradshaw,2.23
4,Mitcham Magic,2,$5.00,29.1kg,114,J T McInerney,3.1
5,Mitcham Usain,7,$15.50,30.9kg,655,J T McInerney,5.9
6,Go Blue,3,$7.20,32.7kg,566,R Wales,6.9
7,Impressive Gift,6,$22.10,29.7kg,777,J T McInerney,10.7
8,Homebush Poppy,5,$13.80,26.8kg,888,J T McInerney,14
Scratched,Homebush Showoff,,,,,,
Scratched,Zadee Bale,,,,,,
Winners Time: 18.85,|,Margins: 1hLtLtL,|,Owned/Raced by: RH Adcock & RG Amer,|,Trained by: R H Adcock,
MITCHAM GOLDIE (1) - collided after the start. Tightened first turn shifting out off heels making contact.,,,,,,,
MITCHAM MAGIC (2) - collided after the start.,,,,,,,
GO BLUE (3) - contact start. Tightened making contact racing into the first turn.,,,,,,,
AUTO SPEED (4) - contact for a distance after the start shifting wider. Contact first turn shifting wider.,,,,,,,
IMPRESSIVE GIFT (6) - bumped start then tightened shifting in across heels losing ground.,,,,,,,
MITCHAM USAIN (7) - contact start becoming badly unbalanced then tightened for a distance. Shifted in off heels back straight. Tightened making contact racing into the first turn.,,,,,,,
HOMEBUSH GAMBLER (8) - contact for a distance after the start.,,,,,,,
