,,,,,,,
,,,,,,,
,,,,,,,
We love our dogs. They love to race.,,,,,,,
MEMBERS LOG IN,,,,,,,
Races,,,,,,,
Calendar,,,,,,,
Events and Promotions,,,,,,,
Group and Feature races,,,,,,,
Fields,,,,,,,
Results,,,,,,,
Racing Replay Archives,,,,,,,
Box Statistics,,,,,,,
Clubs and Tracks,,,,,,,
Betting guide,,,,,,,
??,,,,,,,
Getting Involved,,,,,,,
Become a Licensed Person,,,,,,,
Public Syndication,,,,,,,
Career Opportunities,,,,,,,
Join The Excitement,,,,,,,
Purchasing a Greyhound,,,,,,,
Online Payments,,,,,,,
Trainers,,,,,,,
Public Trainer - Contacts,,,,,,,
Trainer Premiership,,,,,,,
Club Selection Criteria,,,,,,,
Greyhounds,,,,,,,
Greyhound Profiles,,,,,,,
Greyhound of the Year,,,,,,,
Hall of Fame,,,,,,,
Greyhound Standings,,,,,,,
Stud Masters and Stud Dogs,,,,,,,
Greyhound Adoption Programme,,,,,,,
Great Mates Prison Programme,,,,,,,
Health and Welfare,,,,,,,
Great Mates Rehoming Programme,,,,,,,
About GRNZ,,,,,,,
About Us,,,,,,,
Meet the Team,,,,,,,
History,,,,,,,
Contact Us,,,,,,,
Fees and Forms,,,,,,,
Rules and Policies,,,,,,,
Documents,,,,,,,
Sponsors and Support,,,,,,,
Links,,,,,,,
News,,,,,,,
News Articles,,,,,,,
Stakeholders News,,,,,,,
Blog,,,,,,,
Online Payments,,,,,,,
Results Christchurch GRC ,,,,,,,
7-Feb-20,,,,,,,
Addington Raceway,,,,,,,
,,,,,,,
,,,,,,,
FULL RESULTS,Race 1,The Fitz Sports Bar Sprint,"C0 295 $1,365.00",Photo Finish,,,
PLACE,DOG,BOX,SP,WEIGHT,BENDS,TRAINER,MARGIN
1,Cash No Stash,1,$4.20,32.6kg,711,Steve & Bonnie Evans,
2,Sea Spray Ash,5,$12.80,28.7kg,422,B T Freeman,0.2
3,Homebush Bede,6,$11.10,34.3kg,343,J T McInerney,2.2
4,White Roxy,8,$45.10,25.5kg,834,M K Dempsey,2.5
5,Nykara,4,$8.00,26.5kg,155,J M McCook,4
6,Captain Davo,2,$2.40,30.6kg,566,D A Roberts,6.5
7,Sneaky Snitch,3,$5.90,28.2kg,677,AL Hart & KM Taylor,10
8,Homebush Showoff,7,$15.20,31.8kg,288,J T McInerney,10.7
Scratched,Mitcham Usain,,,,,,
Scratched,Knocka Know How,,,,,,
Winners Time: 17.85,|,Margins: H2LN,|,Owned/Raced by: J Lord,|,Trained by: Steve & Bonnie Evans,
Sectional 1: 5.98 (Nykara),Run home: 11.87,,,,,,
CASH NO STASH (1) - ran outwards early stages tightening outside runners.,,,,,,,
CAPTAIN DAVO (2) - tightened early stages. Shifted up track and turned its head outwards on turn hampering several runners. Assessed by vet and cleared of injury. Stood down for 3 months (2nd offence) and must complete trial. Trainer D Roberts advised that the dog would now be retired from racing.,,,,,,,
SNEAKY SNITCH (3) - tightened early stages losing ground and running outwards in consequence. Badly hampered by CAPTAIN DAVO on bend losing chance. Ran outwards early in home straight checking HOMEBUSH SHOWOFF.,,,,,,,
