,,,,,,,
,,,,,,,
,,,,,,,
We love our dogs. They love to race.,,,,,,,
MEMBERS LOG IN,,,,,,,
Races,,,,,,,
Calendar,,,,,,,
Events and Promotions,,,,,,,
Group and Feature races,,,,,,,
Fields,,,,,,,
Results,,,,,,,
Racing Replay Archives,,,,,,,
Box Statistics,,,,,,,
Clubs and Tracks,,,,,,,
Betting guide,,,,,,,
??,,,,,,,
Getting Involved,,,,,,,
Become a Licensed Person,,,,,,,
Public Syndication,,,,,,,
Career Opportunities,,,,,,,
Join The Excitement,,,,,,,
Purchasing a Greyhound,,,,,,,
Online Payments,,,,,,,
Trainers,,,,,,,
Public Trainer - Contacts,,,,,,,
Trainer Premiership,,,,,,,
Club Selection Criteria,,,,,,,
Greyhounds,,,,,,,
Greyhound Profiles,,,,,,,
Greyhound of the Year,,,,,,,
Hall of Fame,,,,,,,
Greyhound Standings,,,,,,,
Stud Masters and Stud Dogs,,,,,,,
Greyhound Adoption Programme,,,,,,,
Great Mates Prison Programme,,,,,,,
Health and Welfare,,,,,,,
Great Mates Rehoming Programme,,,,,,,
About GRNZ,,,,,,,
About Us,,,,,,,
Meet the Team,,,,,,,
History,,,,,,,
Contact Us,,,,,,,
Fees and Forms,,,,,,,
Rules and Policies,,,,,,,
Documents,,,,,,,
Sponsors and Support,,,,,,,
Links,,,,,,,
News,,,,,,,
News Articles,,,,,,,
Stakeholders News,,,,,,,
Blog,,,,,,,
Online Payments,,,,,,,
Results Wanganui GRC ,,,,,,,
19-Feb-20,,,,,,,
Hatrick Raceway,,,,,,,
,,,,,,,
,,,,,,,
FULL RESULTS,Race 1,Motor Trade Association C0,"C0 305 $1,365.00",Photo Finish,,,
PLACE,DOG,BOX,SP,WEIGHT,BENDS,TRAINER,MARGIN
1,Big Time Kevin,7,$3.90,34.6kg,111,Lisa Cole,
2,Allegro Ella,8,$4.10,25.1kg,222,Lisa Cole,1.1
3,My Emmett,1,$8.80,29.7kg,333,Marcie Flipp,1.3
4,Allegro Kyle,4,$2.80,31.0kg,444,Lisa Cole,3.5
5,Alfie Daman,3,$15.60,32.2kg,555,P J Clark,4.3
6,Telltale Signs,2,$26.20,28.1kg,666,M Olden,12.8
7,Blue Mowhawk,6,$27.90,26.7kg,777,D W Denbee,13.3
8,Alamein Pudly,5,$11.40,30.8kg,888,D E Kettlewell & N E Phillips,16
Scratched,That's Frank,,,,,,
Scratched,Nellie Marjen,,,,,,
Winners Time: 18.18,|,Margins: 1LH2qL,|,Owned/Raced by: Brendon Cole,|,Trained by: Lisa Cole,
Sectional 1: 7.12 (Big Time Kevin),Run home: 11.06,,,,,,
MY EMMETT (1) - jumped well then angled outwards causing tightening and checks to several runners to his outer for some strides.,,,,,,,
ALFIE DAMAN (3) - dwelt and was slow away tightened and checked in to the bend soon after improve quickly around runners cutting in a cross the face of ALAMEIN PUDLY seriously inconveniencing this runner,,,,,,,
ALLEGRO KYLE (4) - hampered when bumped and jostled in to the bend recovered ground to the line.,,,,,,,
ALAMEIN PUDLY (5) - hampered soon after the start racing to the bend was jostled and unbalanced in behind for several strides galloped on and lost ground across the top bend finishing in the rear at the line a veterinary examination found to be all clear.,,,,,,,
