,,,,,,,
,,,,,,,
,,,,,,,
We love our dogs. They love to race.,,,,,,,
MEMBERS LOG IN,,,,,,,
Races,,,,,,,
Calendar,,,,,,,
Events and Promotions,,,,,,,
Group and Feature races,,,,,,,
Fields,,,,,,,
Results,,,,,,,
Racing Replay Archives,,,,,,,
Box Statistics,,,,,,,
Clubs and Tracks,,,,,,,
Betting guide,,,,,,,
??,,,,,,,
Getting Involved,,,,,,,
Become a Licensed Person,,,,,,,
Public Syndication,,,,,,,
Career Opportunities,,,,,,,
Join The Excitement,,,,,,,
Purchasing a Greyhound,,,,,,,
Online Payments,,,,,,,
Trainers,,,,,,,
Public Trainer - Contacts,,,,,,,
Trainer Premiership,,,,,,,
Club Selection Criteria,,,,,,,
Greyhounds,,,,,,,
Greyhound Profiles,,,,,,,
Greyhound of the Year,,,,,,,
Hall of Fame,,,,,,,
Greyhound Standings,,,,,,,
Stud Masters and Stud Dogs,,,,,,,
Greyhound Adoption Programme,,,,,,,
Great Mates Prison Programme,,,,,,,
Health and Welfare,,,,,,,
Great Mates Rehoming Programme,,,,,,,
About GRNZ,,,,,,,
About Us,,,,,,,
Meet the Team,,,,,,,
History,,,,,,,
Contact Us,,,,,,,
Fees and Forms,,,,,,,
Rules and Policies,,,,,,,
Documents,,,,,,,
Sponsors and Support,,,,,,,
Links,,,,,,,
News,,,,,,,
News Articles,,,,,,,
Stakeholders News,,,,,,,
Blog,,,,,,,
Online Payments,,,,,,,
Results Christchurch GRC ,,,,,,,
21-Feb-20,,,,,,,
Addington Raceway,,,,,,,
,,,,,,,
,,,,,,,
FULL RESULTS,Race 1,The Fitz Sports Bar Sprint,"C0 295 $1,365.00",Photo Finish,,,
PLACE,DOG,BOX,SP,WEIGHT,BENDS,TRAINER,MARGIN
1,Mitcham Usain,5,$3.30,31.6kg,111,J T McInerney,
2,Homebush Gambler,4,$3.60,33.8kg,432,J T McInerney,3.5
3,Nykara,7,$7.20,26.7kg,223,J M McCook,3.6
4,Sneaky Snitch,2,$5.30,27.9kg,654,AL Hart & KM Taylor,8.3
5,Homebush Murdock,3,$20.00,29.4kg,345,J T McInerney,10
6,Blushing Pete,1,$7.10,32.3kg,566,R Wales,12.7
7,Pukeko Magic,6,$32.50,29.7kg,777,J T McInerney,13.4
8,Rossiter,8,$15.30,32.1kg,888,MJ & PT Binnie,14.1
Scratched,Chelsea Smile,,,,,,
Scratched,Homebush Durant,,,,,,
Winners Time: 17.36,|,Margins: 3hLn4tL,|,Owned/Raced by: CQ Syndicate,|,Trained by: J T McInerney,
Sectional 1: 5.83 (Mitcham Usain),Run home: 11.53,,,,,,
BLUSHING PETE (1) - ran outwards on bend contacting SNEAKY SNITCH and losing ground.,,,,,,,
SNEAKY SNITCH (2) - tightened then checked outwards off heels into bend losing ground. Pushed very wide by BLUSHING PETE on bend. Again pushed wide home turn as HOMEBUSH MURDOCK ran outwards.,,,,,,,
HOMEBUSH MURDOCK (3) - tightened by MITCHAM USAIN back straight. Ran outwards home turn pushing SNEAKY SNITCH wider.,,,,,,,
MITCHAM USAIN (5) - ran inwards back straight tightening HOMEBUSH MURDOCK.,,,,,,,
