,,,,,,,
,,,,,,,
,,,,,,,
We love our dogs. They love to race.,,,,,,,
MEMBERS LOG IN,,,,,,,
Races,,,,,,,
Calendar,,,,,,,
Events and Promotions,,,,,,,
Group and Feature races,,,,,,,
Fields,,,,,,,
Results,,,,,,,
Racing Replay Archives,,,,,,,
Box Statistics,,,,,,,
Clubs and Tracks,,,,,,,
Betting guide,,,,,,,
??,,,,,,,
Getting Involved,,,,,,,
Become a Licensed Person,,,,,,,
Public Syndication,,,,,,,
Career Opportunities,,,,,,,
Join The Excitement,,,,,,,
Purchasing a Greyhound,,,,,,,
Online Payments,,,,,,,
Trainers,,,,,,,
Public Trainer - Contacts,,,,,,,
Trainer Premiership,,,,,,,
Club Selection Criteria,,,,,,,
Greyhounds,,,,,,,
Greyhound Profiles,,,,,,,
Greyhound of the Year,,,,,,,
Hall of Fame,,,,,,,
Greyhound Standings,,,,,,,
Stud Masters and Stud Dogs,,,,,,,
Greyhound Adoption Programme,,,,,,,
Great Mates Prison Programme,,,,,,,
Health and Welfare,,,,,,,
Great Mates Rehoming Programme,,,,,,,
About GRNZ,,,,,,,
About Us,,,,,,,
Meet the Team,,,,,,,
History,,,,,,,
Contact Us,,,,,,,
Fees and Forms,,,,,,,
Rules and Policies,,,,,,,
Documents,,,,,,,
Sponsors and Support,,,,,,,
Links,,,,,,,
News,,,,,,,
News Articles,,,,,,,
Stakeholders News,,,,,,,
Blog,,,,,,,
Online Payments,,,,,,,
Results Auckland GRC ,,,,,,,
1-Mar-20,,,,,,,
Manukau Stadium,,,,,,,
,,,,,,,
,,,,,,,
FULL RESULTS,Race 1,Speedmaps @Formpro Ratings Sprint,"C4 318 $2,390.00",Photo Finish,,,
PLACE,DOG,BOX,SP,WEIGHT,BENDS,TRAINER,MARGIN
1,Franky The Jett,4,$5.70,32.9kg,211,E Potts,
2,Thank You Next,6,$14.30,26.4kg,122,B D F Craik,2.97
3,Fantastic Amy,2,$9.10,28.0kg,333,Sam Lozell,3.71
4,Looking Snatched,5,$17.40,24.8kg,454,B D F Craik,8.21
5,Express Emporium,1,$7.10,26.5kg,745,W & T Steele,9.02
6,Bigtime Jetty,3,$17.90,30.7kg,876,Lisa Cole,10.88
7,Last Star,7,$2.70,28.5kg,567,D R Laing,11.69
8,Suspicious Minds,8,$4.60,31.0kg,688,B D F Craik,11.83
Scratched,Cameo Syd,,,,,,
Scratched,Bigtime Bee,,,,,,
Winners Time: 18.44,|,Margins: 3LtL4hL,|,Owned/Raced by: D P McLachlan,|,Trained by: E Potts,
Sectional 1: 4.55 (Thank You Next),Run home: 13.89,,,,,,
EXPRESS EMPORIUM (1) - checked outwards off heels in the run to the bend colliding with BIGTIME JETTY. Coursed wide through the run home.,,,,,,,
BIGTIME JETTY (3) - began awkwardly. Contacted from the inside by EXPRESS EMPORIUM in the run to the bend.,,,,,,,
LOOKING SNATCHED (5) - squeezed for racing room entering the bend losing ground.,,,,,,,
LAST STAR (7) - hampered early stages. Squeezed for racing room entering the bend. Coursed wide rounding the bend and through the run home.,,,,,,,
SUSPICIOUS MINDS (8) - shifted down the track on jumping hampering LAST STAR.,,,,,,,
,,,,,,,
,,,,,,,
